"name"|"anio"|"procurementMethod"|"tipo_proc"|"n_expedientes"|"n_contratos"|"monto_mxn"|"inst_pctn_monto"|"inst_pctn_contracts"
"Instituto del Fondo Nacional para el Consumo de los Trabajadores"|"2019"|"open"|"Licitación abierta"|12|12|116370449.13|36.86|6.67
"Instituto del Fondo Nacional para el Consumo de los Trabajadores"|"2019"|"selective"|"Invitación a 3 o más"|4|4|5734097.43|1.82|2.22
"Instituto del Fondo Nacional para el Consumo de los Trabajadores"|"2020"|"direct"|"Adjudicación directa"|68|68|114206078.79|67.07|83.95
"Instituto del Fondo Nacional para el Consumo de los Trabajadores"|"2020"|"framework"|"Contrato marco"|5|7|25516778.285624|14.98|8.64
"Instituto del Fondo Nacional para el Consumo de los Trabajadores"|"2020"|"open"|"Licitación abierta"|3|5|29201764.23|17.15|6.17
"Instituto del Fondo Nacional para el Consumo de los Trabajadores"|"2020"|"selective"|"Invitación a 3 o más"|1|1|1365757|0.8|1.23
"Instituto del Fondo Nacional para el Consumo de los Trabajadores"|"2021"|"direct"|"Adjudicación directa"|30|221|472572561.7967|89.75|95.67
"Instituto del Fondo Nacional para el Consumo de los Trabajadores"|"2021"|"framework"|"Contrato marco"|3|3|12928667.96905|2.46|1.3
"Instituto del Fondo Nacional para el Consumo de los Trabajadores"|"2021"|"open"|"Licitación abierta"|6|7|41057129.12|7.8|3.03
"Instituto del Fondo Nacional para el Consumo de los Trabajadores"|"2022"|"direct"|"Adjudicación directa"|25|122|202979792.15|21.22|82.43
"Instituto del Fondo Nacional para el Consumo de los Trabajadores"|"2022"|"framework"|"Contrato marco"|7|12|142018829.18812|14.84|8.11
"Instituto del Fondo Nacional para el Consumo de los Trabajadores"|"2022"|"open"|"Licitación abierta"|11|12|609627002.9399999|63.72|8.11
"Instituto del Fondo Nacional para el Consumo de los Trabajadores"|"2022"|"selective"|"Invitación a 3 o más"|2|2|2086412.73|0.22|1.35
"Instituto del Fondo Nacional para el Consumo de los Trabajadores"|"2023"|"direct"|"Adjudicación directa"|1|1|54347595.66|100|100
"Instituto para Devolver al Pueblo lo Robado"|"2017"|"direct"|"Adjudicación directa"|50|50|110397850.950449|7.49|79.37
"Instituto para Devolver al Pueblo lo Robado"|"2017"|"framework"|"Contrato marco"|1|1|133662812.496957|9.07|1.59
"Instituto para Devolver al Pueblo lo Robado"|"2017"|"open"|"Licitación abierta"|8|10|1229150583.37|83.37|15.87
"Instituto para Devolver al Pueblo lo Robado"|"2017"|"selective"|"Invitación a 3 o más"|2|2|1118820.197|0.08|3.17
"Instituto para Devolver al Pueblo lo Robado"|"2018"|"direct"|"Adjudicación directa"|89|89|64186054.39|4.29|78.76
"Instituto para Devolver al Pueblo lo Robado"|"2018"|"framework"|"Contrato marco"|2|2|8648416.625|0.58|1.77
"Instituto para Devolver al Pueblo lo Robado"|"2018"|"open"|"Licitación abierta"|8|12|1164453071.67|77.79|10.62
"Instituto para Devolver al Pueblo lo Robado"|"2018"|"selective"|"Invitación a 3 o más"|9|10|259690879.96|17.35|8.85
"Instituto para Devolver al Pueblo lo Robado"|"2019"|"direct"|"Adjudicación directa"|420|420|392635312.82|18.8|94.17
"Instituto para Devolver al Pueblo lo Robado"|"2019"|"framework"|"Contrato marco"|3|4|20070510.57|0.96|0.9
"Instituto para Devolver al Pueblo lo Robado"|"2019"|"open"|"Licitación abierta"|15|21|1674797186.46|80.2|4.71
"Instituto para Devolver al Pueblo lo Robado"|"2019"|"selective"|"Invitación a 3 o más"|1|1|707804.16|0.03|0.22
"Instituto para Devolver al Pueblo lo Robado"|"2020"|"direct"|"Adjudicación directa"|50|51|950279585.92|57.69|80.95
"Instituto para Devolver al Pueblo lo Robado"|"2020"|"framework"|"Contrato marco"|1|1|11223611.9541|0.68|1.59
"Instituto para Devolver al Pueblo lo Robado"|"2020"|"open"|"Licitación abierta"|8|8|678836697.35|41.21|12.7
"Instituto para Devolver al Pueblo lo Robado"|"2020"|"selective"|"Invitación a 3 o más"|3|3|6943073.04|0.42|4.76
"Instituto para Devolver al Pueblo lo Robado"|"2021"|"direct"|"Adjudicación directa"|71|72|29266154.36|14.64|69.23
"Instituto para Devolver al Pueblo lo Robado"|"2021"|"framework"|"Contrato marco"|9|9|38445404.498061|19.23|8.65
"Instituto para Devolver al Pueblo lo Robado"|"2021"|"open"|"Licitación abierta"|8|9|109544809.36|54.8|8.65
"Instituto para Devolver al Pueblo lo Robado"|"2021"|"selective"|"Invitación a 3 o más"|9|14|22633731.65|11.32|13.46
"Instituto para Devolver al Pueblo lo Robado"|"2022"|"direct"|"Adjudicación directa"|44|321|52133456460.814995|95.94|85.37
"Instituto para Devolver al Pueblo lo Robado"|"2022"|"framework"|"Contrato marco"|4|16|29357565.35538|0.05|4.26
"Instituto para Devolver al Pueblo lo Robado"|"2022"|"open"|"Licitación abierta"|12|20|2126250321.64|3.91|5.32
"Instituto para Devolver al Pueblo lo Robado"|"2022"|"selective"|"Invitación a 3 o más"|14|19|52533103.160000004|0.1|5.05
"Instituto para la Protección al Ahorro Bancario"|"2017"|"direct"|"Adjudicación directa"|11|11|19132662.11|45.92|73.33
"Instituto para la Protección al Ahorro Bancario"|"2017"|"open"|"Licitación abierta"|4|4|22534958.86|54.08|26.67
"Instituto para la Protección al Ahorro Bancario"|"2018"|"Sin registro"|NA|1|1|6055884|8.87|2.13
"Instituto para la Protección al Ahorro Bancario"|"2018"|"direct"|"Adjudicación directa"|35|35|34536705.80224|50.58|74.47
"Instituto para la Protección al Ahorro Bancario"|"2018"|"framework"|"Contrato marco"|1|1|22750448|33.32|2.13
"Instituto para la Protección al Ahorro Bancario"|"2018"|"open"|"Licitación abierta"|2|6|1456287.96|2.13|12.77
"Instituto para la Protección al Ahorro Bancario"|"2018"|"selective"|"Invitación a 3 o más"|4|4|3478771|5.1|8.51
"Instituto para la Protección al Ahorro Bancario"|"2019"|"direct"|"Adjudicación directa"|46|46|29543523.95871|75.59|83.64
"Instituto para la Protección al Ahorro Bancario"|"2019"|"framework"|"Contrato marco"|4|4|4242450.38|10.85|7.27
"Instituto para la Protección al Ahorro Bancario"|"2019"|"selective"|"Invitación a 3 o más"|5|5|5300060.33|13.56|9.09
"Instituto para la Protección al Ahorro Bancario"|"2020"|"direct"|"Adjudicación directa"|38|42|37515208.912528|94.87|93.33
"Instituto para la Protección al Ahorro Bancario"|"2020"|"open"|"Licitación abierta"|1|1|1499400|3.79|2.22
"Instituto para la Protección al Ahorro Bancario"|"2020"|"selective"|"Invitación a 3 o más"|2|2|529593.97|1.34|4.44
"Instituto para la Protección al Ahorro Bancario"|"2021"|"direct"|"Adjudicación directa"|45|51|12169716.728069|11.68|71.83
"Instituto para la Protección al Ahorro Bancario"|"2021"|"framework"|"Contrato marco"|7|10|69473878.6732|66.66|14.08
"Instituto para la Protección al Ahorro Bancario"|"2021"|"open"|"Licitación abierta"|4|4|13469528.17|12.92|5.63
"Instituto para la Protección al Ahorro Bancario"|"2021"|"selective"|"Invitación a 3 o más"|6|6|9102242.56|8.73|8.45
"Instituto para la Protección al Ahorro Bancario"|"2022"|"direct"|"Adjudicación directa"|72|72|26774703.548328|52.36|82.76
"Instituto para la Protección al Ahorro Bancario"|"2022"|"framework"|"Contrato marco"|5|5|9691103.386725|18.95|5.75
"Instituto para la Protección al Ahorro Bancario"|"2022"|"selective"|"Invitación a 3 o más"|10|10|14670210.84|28.69|11.49
"Laboratorios de Biológicos y Reactivos de México, S.A. de C.V."|"2017"|"direct"|"Adjudicación directa"|4|4|69672534.84|94.09|66.67
"Laboratorios de Biológicos y Reactivos de México, S.A. de C.V."|"2017"|"selective"|"Invitación a 3 o más"|2|2|4379711.92|5.91|33.33
"Laboratorios de Biológicos y Reactivos de México, S.A. de C.V."|"2018"|"direct"|"Adjudicación directa"|180|303|3239503433.780458|96.94|68.24
"Laboratorios de Biológicos y Reactivos de México, S.A. de C.V."|"2018"|"framework"|"Contrato marco"|2|2|16311924|0.49|0.45
"Laboratorios de Biológicos y Reactivos de México, S.A. de C.V."|"2018"|"open"|"Licitación abierta"|10|75|66128996.76|1.98|16.89
"Laboratorios de Biológicos y Reactivos de México, S.A. de C.V."|"2018"|"selective"|"Invitación a 3 o más"|17|64|19926500.62|0.6|14.41
"Laboratorios de Biológicos y Reactivos de México, S.A. de C.V."|"2019"|"direct"|"Adjudicación directa"|225|268|4864106298.774716|97.06|63.21
"Laboratorios de Biológicos y Reactivos de México, S.A. de C.V."|"2019"|"framework"|"Contrato marco"|1|1|11424000|0.23|0.24
"Laboratorios de Biológicos y Reactivos de México, S.A. de C.V."|"2019"|"open"|"Licitación abierta"|29|149|130950885.84|2.61|35.14
"Laboratorios de Biológicos y Reactivos de México, S.A. de C.V."|"2019"|"selective"|"Invitación a 3 o más"|4|6|4805509.58|0.1|1.42
"Laboratorios de Biológicos y Reactivos de México, S.A. de C.V."|"2020"|"direct"|"Adjudicación directa"|71|71|3806101992.102293|97.89|65.14
"Laboratorios de Biológicos y Reactivos de México, S.A. de C.V."|"2020"|"framework"|"Contrato marco"|1|1|160800|0|0.92
"Laboratorios de Biológicos y Reactivos de México, S.A. de C.V."|"2020"|"open"|"Licitación abierta"|19|25|75773760.79|1.95|22.94
"Laboratorios de Biológicos y Reactivos de México, S.A. de C.V."|"2020"|"selective"|"Invitación a 3 o más"|6|12|6195327.76|0.16|11.01
"Laboratorios de Biológicos y Reactivos de México, S.A. de C.V."|"2021"|"direct"|"Adjudicación directa"|94|115|8712223129.945496|99.04|60.85
"Laboratorios de Biológicos y Reactivos de México, S.A. de C.V."|"2021"|"framework"|"Contrato marco"|3|3|11797107.107586|0.13|1.59
"Laboratorios de Biológicos y Reactivos de México, S.A. de C.V."|"2021"|"open"|"Licitación abierta"|24|70|71074577.76|0.81|37.04
"Laboratorios de Biológicos y Reactivos de México, S.A. de C.V."|"2021"|"selective"|"Invitación a 3 o más"|1|1|1168000|0.01|0.53
"Laboratorios de Biológicos y Reactivos de México, S.A. de C.V."|"2022"|"direct"|"Adjudicación directa"|73|75|2401630613.082432|97.21|78.95
"Laboratorios de Biológicos y Reactivos de México, S.A. de C.V."|"2022"|"open"|"Licitación abierta"|12|12|55898421.63|2.26|12.63
"Laboratorios de Biológicos y Reactivos de México, S.A. de C.V."|"2022"|"selective"|"Invitación a 3 o más"|8|8|13082036.1|0.53|8.42
"Liconsa, S.A. de C.V."|"2016"|"direct"|"Adjudicación directa"|6|12|65564669.81|100|100
"Liconsa, S.A. de C.V."|"2017"|"direct"|"Adjudicación directa"|38|75|1748664621.881134|91.31|79.79
"Liconsa, S.A. de C.V."|"2017"|"open"|"Licitación abierta"|3|4|159497314.99685502|8.33|4.26
"Liconsa, S.A. de C.V."|"2017"|"selective"|"Invitación a 3 o más"|14|15|6926230.36|0.36|15.96
"Liconsa, S.A. de C.V."|"2018"|"direct"|"Adjudicación directa"|788|992|1948318093.36649|72.28|81.85
"Liconsa, S.A. de C.V."|"2018"|"open"|"Licitación abierta"|29|71|464174554.4296|17.22|5.86
"Liconsa, S.A. de C.V."|"2018"|"selective"|"Invitación a 3 o más"|125|149|282841898.024|10.49|12.29
"Liconsa, S.A. de C.V."|"2019"|"direct"|"Adjudicación directa"|877|983|2448794096.700989|74.99|76.26
"Liconsa, S.A. de C.V."|"2019"|"open"|"Licitación abierta"|38|77|720339580.8685|22.06|5.97
"Liconsa, S.A. de C.V."|"2019"|"selective"|"Invitación a 3 o más"|184|229|96369956.79109|2.95|17.77
"Liconsa, S.A. de C.V."|"2020"|"direct"|"Adjudicación directa"|581|747|932729223.3088|27.47|76.46
"Liconsa, S.A. de C.V."|"2020"|"framework"|"Contrato marco"|12|12|57377640.5882|1.69|1.23
"Liconsa, S.A. de C.V."|"2020"|"open"|"Licitación abierta"|37|92|2113484734.95|62.24|9.42
"Liconsa, S.A. de C.V."|"2020"|"selective"|"Invitación a 3 o más"|107|126|291962321.7574|8.6|12.9
"Liconsa, S.A. de C.V."|"2021"|"direct"|"Adjudicación directa"|654|777|3232872910.213604|72.2|73.79
"Liconsa, S.A. de C.V."|"2021"|"framework"|"Contrato marco"|27|36|102828741.315|2.3|3.42
"Liconsa, S.A. de C.V."|"2021"|"open"|"Licitación abierta"|34|82|1072632217.716|23.96|7.79
"Liconsa, S.A. de C.V."|"2021"|"selective"|"Invitación a 3 o más"|135|158|69262611.9035|1.55|15
"Liconsa, S.A. de C.V."|"2022"|"direct"|"Adjudicación directa"|396|424|5101057434.0826|91.1|67.19
"Liconsa, S.A. de C.V."|"2022"|"framework"|"Contrato marco"|21|51|55622851.022284|0.99|8.08
"Liconsa, S.A. de C.V."|"2022"|"open"|"Licitación abierta"|47|94|413870892.23035|7.39|14.9
"Liconsa, S.A. de C.V."|"2022"|"selective"|"Invitación a 3 o más"|50|62|28814890.26|0.51|9.83
"Liconsa, S.A. de C.V."|"2023"|"direct"|"Adjudicación directa"|12|12|35673935.67|100|100
"Lotería Nacional"|"2017"|"direct"|"Adjudicación directa"|9|9|192388931.72|73.33|60
"Lotería Nacional"|"2017"|"framework"|"Contrato marco"|2|2|12066194.25|4.6|13.33
"Lotería Nacional"|"2017"|"open"|"Licitación abierta"|4|4|57891580.31|22.07|26.67
"Lotería Nacional"|"2018"|"direct"|"Adjudicación directa"|163|163|732162586.789068|91.01|92.61
"Lotería Nacional"|"2018"|"framework"|"Contrato marco"|1|1|16120648.24|2|0.57
"Lotería Nacional"|"2018"|"open"|"Licitación abierta"|6|6|46420368.75|5.77|3.41
"Lotería Nacional"|"2018"|"selective"|"Invitación a 3 o más"|6|6|9817255.93|1.22|3.41
"Lotería Nacional"|"2019"|"direct"|"Adjudicación directa"|110|110|403934878.94|68.6|85.94
"Lotería Nacional"|"2019"|"framework"|"Contrato marco"|2|2|13535719.46|2.3|1.56
"Lotería Nacional"|"2019"|"open"|"Licitación abierta"|13|13|166807422.56|28.33|10.16
"Lotería Nacional"|"2019"|"selective"|"Invitación a 3 o más"|3|3|4566515.65|0.78|2.34
"Lotería Nacional"|"2020"|"direct"|"Adjudicación directa"|80|86|426071060.74|56.48|82.69
"Lotería Nacional"|"2020"|"framework"|"Contrato marco"|3|3|3827829.0700000003|0.51|2.88
"Lotería Nacional"|"2020"|"open"|"Licitación abierta"|9|11|291670021.61|38.67|10.58
"Lotería Nacional"|"2020"|"selective"|"Invitación a 3 o más"|4|4|32768620|4.34|3.85
"Lotería Nacional"|"2021"|"direct"|"Adjudicación directa"|135|135|1070382042.97|50|93.1
"Lotería Nacional"|"2021"|"framework"|"Contrato marco"|1|1|7000000|0.33|0.69
"Lotería Nacional"|"2021"|"open"|"Licitación abierta"|4|4|1049443371.84|49.02|2.76
"Lotería Nacional"|"2021"|"selective"|"Invitación a 3 o más"|5|5|13861557|0.65|3.45
"Lotería Nacional"|"2022"|"direct"|"Adjudicación directa"|162|162|712032914.51|91.36|91.53
"Lotería Nacional"|"2022"|"framework"|"Contrato marco"|4|6|29825364.67|3.83|3.39
"Lotería Nacional"|"2022"|"open"|"Licitación abierta"|8|8|35237906.61|4.52|4.52
"Lotería Nacional"|"2022"|"selective"|"Invitación a 3 o más"|1|1|2260791.87|0.29|0.56
"Lotería Nacional para la Asistencia Pública"|"2017"|"direct"|"Adjudicación directa"|1|1|285619.97|0.04|7.69
"Lotería Nacional para la Asistencia Pública"|"2017"|"framework"|"Contrato marco"|1|1|70055860.96|8.89|7.69
"Lotería Nacional para la Asistencia Pública"|"2017"|"open"|"Licitación abierta"|7|10|714063777.9399999|90.66|76.92
"Lotería Nacional para la Asistencia Pública"|"2017"|"selective"|"Invitación a 3 o más"|1|1|3206896.55|0.41|7.69
"Lotería Nacional para la Asistencia Pública"|"2018"|"direct"|"Adjudicación directa"|194|194|203662412.89|66.01|93.27
"Lotería Nacional para la Asistencia Pública"|"2018"|"framework"|"Contrato marco"|1|1|72521678.4|23.51|0.48
"Lotería Nacional para la Asistencia Pública"|"2018"|"open"|"Licitación abierta"|4|7|22631876.62|7.34|3.37
"Lotería Nacional para la Asistencia Pública"|"2018"|"selective"|"Invitación a 3 o más"|6|6|9719601.790000001|3.15|2.88
"Lotería Nacional para la Asistencia Pública"|"2019"|"direct"|"Adjudicación directa"|71|71|18194988.32|4.22|85.54
"Lotería Nacional para la Asistencia Pública"|"2019"|"framework"|"Contrato marco"|1|1|78548401.24|18.23|1.2
"Lotería Nacional para la Asistencia Pública"|"2019"|"open"|"Licitación abierta"|6|6|327234905.26|75.93|7.23
"Lotería Nacional para la Asistencia Pública"|"2019"|"selective"|"Invitación a 3 o más"|5|5|6995322.82|1.62|6.02
"Lotería Nacional para la Asistencia Pública"|"2020"|"direct"|"Adjudicación directa"|35|35|77918956.39|20.42|63.64
"Lotería Nacional para la Asistencia Pública"|"2020"|"framework"|"Contrato marco"|3|3|11628273.44|3.05|5.45
"Lotería Nacional para la Asistencia Pública"|"2020"|"open"|"Licitación abierta"|6|9|280355538.04|73.48|16.36
"Lotería Nacional para la Asistencia Pública"|"2020"|"selective"|"Invitación a 3 o más"|7|8|11642701.959999999|3.05|14.55
"Lotería Nacional para la Asistencia Pública"|"2021"|"direct"|"Adjudicación directa"|32|32|65826933.08|17.62|74.42
"Lotería Nacional para la Asistencia Pública"|"2021"|"framework"|"Contrato marco"|1|1|7025133.69|1.88|2.33
"Lotería Nacional para la Asistencia Pública"|"2021"|"open"|"Licitación abierta"|2|5|293882719.95|78.68|11.63
"Lotería Nacional para la Asistencia Pública"|"2021"|"selective"|"Invitación a 3 o más"|5|5|6789424.7|1.82|11.63
"Lotería Nacional para la Asistencia Pública"|"2022"|"direct"|"Adjudicación directa"|39|39|125011194|95.26|86.67
"Lotería Nacional para la Asistencia Pública"|"2022"|"open"|"Licitación abierta"|1|4|3957848.96|3.02|8.89
"Lotería Nacional para la Asistencia Pública"|"2022"|"selective"|"Invitación a 3 o más"|2|2|2266000|1.73|4.44
"Nacional Financiera, S.N.C."|"2017"|"direct"|"Adjudicación directa"|67|68|397530288.44|22.38|33.5
"Nacional Financiera, S.N.C."|"2017"|"open"|"Licitación abierta"|13|131|1373391690|77.33|64.53
"Nacional Financiera, S.N.C."|"2017"|"selective"|"Invitación a 3 o más"|4|4|5145618|0.29|1.97
"Nacional Financiera, S.N.C."|"2018"|"direct"|"Adjudicación directa"|197|2300|809684617.651|81.02|98.8
"Nacional Financiera, S.N.C."|"2018"|"framework"|"Contrato marco"|1|1|7798575.69|0.78|0.04
"Nacional Financiera, S.N.C."|"2018"|"open"|"Licitación abierta"|12|15|163767446.73|16.39|0.64
"Nacional Financiera, S.N.C."|"2018"|"selective"|"Invitación a 3 o más"|12|12|18112939.18|1.81|0.52
"Nacional Financiera, S.N.C."|"2019"|"direct"|"Adjudicación directa"|170|1874|1870388110.71|69.93|93.79
"Nacional Financiera, S.N.C."|"2019"|"framework"|"Contrato marco"|1|1|1918000|0.07|0.05
"Nacional Financiera, S.N.C."|"2019"|"open"|"Licitación abierta"|25|112|787092171.33|29.43|5.61
"Nacional Financiera, S.N.C."|"2019"|"selective"|"Invitación a 3 o más"|11|11|15255584.24|0.57|0.55
"Nacional Financiera, S.N.C."|"2020"|"direct"|"Adjudicación directa"|183|1106|459037888.26|55.51|97.96
"Nacional Financiera, S.N.C."|"2020"|"framework"|"Contrato marco"|3|3|21621510.324312|2.61|0.27
"Nacional Financiera, S.N.C."|"2020"|"open"|"Licitación abierta"|13|13|337621945.89|40.83|1.15
"Nacional Financiera, S.N.C."|"2020"|"selective"|"Invitación a 3 o más"|7|7|8640591.18|1.04|0.62
"Nacional Financiera, S.N.C."|"2021"|"direct"|"Adjudicación directa"|154|155|154750077.02|12|85.64
"Nacional Financiera, S.N.C."|"2021"|"framework"|"Contrato marco"|5|7|11493658.79068|0.89|3.87
"Nacional Financiera, S.N.C."|"2021"|"open"|"Licitación abierta"|12|15|1116940268.74255|86.6|8.29
"Nacional Financiera, S.N.C."|"2021"|"selective"|"Invitación a 3 o más"|4|4|6647939.2|0.52|2.21
"Nacional Financiera, S.N.C."|"2022"|"direct"|"Adjudicación directa"|189|189|875024684.86|35.74|84.75
"Nacional Financiera, S.N.C."|"2022"|"framework"|"Contrato marco"|7|8|87265186.71988|3.56|3.59
"Nacional Financiera, S.N.C."|"2022"|"open"|"Licitación abierta"|14|19|1473145921.19|60.17|8.52
"Nacional Financiera, S.N.C."|"2022"|"selective"|"Invitación a 3 o más"|6|7|12916502.77|0.53|3.14
"Nacional Financiera, S.N.C."|"2023"|"direct"|"Adjudicación directa"|1|1|17091410.19|100|100
"Notimex, Agencia de Noticias del Estado Mexicano"|"2017"|"direct"|"Adjudicación directa"|1|2|118750|0.37|33.33
"Notimex, Agencia de Noticias del Estado Mexicano"|"2017"|"framework"|"Contrato marco"|1|2|551647.404|1.7|33.33
"Notimex, Agencia de Noticias del Estado Mexicano"|"2017"|"open"|"Licitación abierta"|2|2|31706334.36|97.93|33.33
"Notimex, Agencia de Noticias del Estado Mexicano"|"2018"|"direct"|"Adjudicación directa"|54|54|20040189.535350002|30.84|78.26
"Notimex, Agencia de Noticias del Estado Mexicano"|"2018"|"framework"|"Contrato marco"|2|2|24864491.064|38.27|2.9
"Notimex, Agencia de Noticias del Estado Mexicano"|"2018"|"open"|"Licitación abierta"|8|13|20067643.27|30.89|18.84
"Notimex, Agencia de Noticias del Estado Mexicano"|"2019"|"direct"|"Adjudicación directa"|10|10|1919029.03|6.74|45.45
"Notimex, Agencia de Noticias del Estado Mexicano"|"2019"|"framework"|"Contrato marco"|2|2|17128135.8|60.12|9.09
"Notimex, Agencia de Noticias del Estado Mexicano"|"2019"|"open"|"Licitación abierta"|6|6|3581683.54|12.57|27.27
"Notimex, Agencia de Noticias del Estado Mexicano"|"2019"|"selective"|"Invitación a 3 o más"|4|4|5859700|20.57|18.18
"Notimex, Agencia de Noticias del Estado Mexicano"|"2020"|"direct"|"Adjudicación directa"|11|11|6632955.75|83.05|84.62
"Notimex, Agencia de Noticias del Estado Mexicano"|"2020"|"framework"|"Contrato marco"|2|2|1353843.46|16.95|15.38
"Organismo Promotor de Inversiones en Telecomunicaciones"|"2017"|"open"|"Licitación abierta"|1|1|48820866.29|99.43|50
"Organismo Promotor de Inversiones en Telecomunicaciones"|"2017"|"selective"|"Invitación a 3 o más"|1|1|279330|0.57|50
"Organismo Promotor de Inversiones en Telecomunicaciones"|"2018"|"direct"|"Adjudicación directa"|47|47|56805268.5|85.79|83.93
"Organismo Promotor de Inversiones en Telecomunicaciones"|"2018"|"selective"|"Invitación a 3 o más"|9|9|9409660.370000001|14.21|16.07
"Organismo Promotor de Inversiones en Telecomunicaciones"|"2019"|"direct"|"Adjudicación directa"|25|25|6671285.96|12.49|86.21
"Organismo Promotor de Inversiones en Telecomunicaciones"|"2019"|"framework"|"Contrato marco"|2|2|696574.27|1.3|6.9
"Organismo Promotor de Inversiones en Telecomunicaciones"|"2019"|"open"|"Licitación abierta"|2|2|46024545.28|86.2|6.9
"Organismo Promotor de Inversiones en Telecomunicaciones"|"2020"|"direct"|"Adjudicación directa"|3|3|796980|1.49|60
"Organismo Promotor de Inversiones en Telecomunicaciones"|"2020"|"framework"|"Contrato marco"|1|1|24723.33|0.05|20
"Organismo Promotor de Inversiones en Telecomunicaciones"|"2020"|"open"|"Licitación abierta"|1|1|52592347.41|98.46|20
"Organismo Promotor de Inversiones en Telecomunicaciones"|"2021"|"direct"|"Adjudicación directa"|8|8|1743379.834|28.23|61.54
"Organismo Promotor de Inversiones en Telecomunicaciones"|"2021"|"framework"|"Contrato marco"|3|3|1888719.67|30.58|23.08
"Organismo Promotor de Inversiones en Telecomunicaciones"|"2021"|"selective"|"Invitación a 3 o más"|2|2|2543706|41.19|15.38
"Organismo Promotor de Inversiones en Telecomunicaciones"|"2022"|"direct"|"Adjudicación directa"|3|3|389092.72|24.2|60
"Organismo Promotor de Inversiones en Telecomunicaciones"|"2022"|"framework"|"Contrato marco"|1|1|299010.6|18.6|20
"Organismo Promotor de Inversiones en Telecomunicaciones"|"2022"|"selective"|"Invitación a 3 o más"|1|1|919405|57.19|20
"Patronato de Obras e Instalaciones del Instituto Politécnico Nacional"|"2017"|"direct"|"Adjudicación directa"|1|1|109865|100|100
"Patronato de Obras e Instalaciones del Instituto Politécnico Nacional"|"2018"|"direct"|"Adjudicación directa"|31|34|98442427.08999999|100|100
"Patronato de Obras e Instalaciones del Instituto Politécnico Nacional"|"2019"|"direct"|"Adjudicación directa"|35|35|196992687.66|97.44|92.11
"Patronato de Obras e Instalaciones del Instituto Politécnico Nacional"|"2019"|"framework"|"Contrato marco"|2|2|241406.37|0.12|5.26
"Patronato de Obras e Instalaciones del Instituto Politécnico Nacional"|"2019"|"open"|"Licitación abierta"|1|1|4936696.2|2.44|2.63
"Patronato de Obras e Instalaciones del Instituto Politécnico Nacional"|"2020"|"direct"|"Adjudicación directa"|12|12|23678299.169999998|100|100
"Patronato de Obras e Instalaciones del Instituto Politécnico Nacional"|"2021"|"direct"|"Adjudicación directa"|7|9|5214372.600000001|94.78|90
"Patronato de Obras e Instalaciones del Instituto Politécnico Nacional"|"2021"|"framework"|"Contrato marco"|1|1|287000|5.22|10
"Patronato de Obras e Instalaciones del Instituto Politécnico Nacional"|"2022"|"direct"|"Adjudicación directa"|13|14|5122067.66|89.14|87.5
"Patronato de Obras e Instalaciones del Instituto Politécnico Nacional"|"2022"|"framework"|"Contrato marco"|2|2|624176.92|10.86|12.5
"Presidencia de la República"|"2017"|"direct"|"Adjudicación directa"|23|24|307866397.589902|75.57|21.43
"Presidencia de la República"|"2017"|"open"|"Licitación abierta"|9|73|49230597.589999996|12.08|65.18
"Presidencia de la República"|"2017"|"selective"|"Invitación a 3 o más"|13|15|50314976.651|12.35|13.39
"Presidencia de la República"|"2018"|"direct"|"Adjudicación directa"|20|20|78893391.632736|29.81|10.7
"Presidencia de la República"|"2018"|"framework"|"Contrato marco"|2|2|10654436.882148|4.03|1.07
"Presidencia de la República"|"2018"|"open"|"Licitación abierta"|10|106|52142772.5|19.7|56.68
"Presidencia de la República"|"2018"|"selective"|"Invitación a 3 o más"|34|59|123001795.337|46.47|31.55
"Presidencia de la República"|"2019"|"direct"|"Adjudicación directa"|30|30|137622938.99|93.16|83.33
"Presidencia de la República"|"2019"|"open"|"Licitación abierta"|1|1|4297888.53|2.91|2.78
"Presidencia de la República"|"2019"|"selective"|"Invitación a 3 o más"|5|5|5805542.4399999995|3.93|13.89
"Presidencia de la República"|"2020"|"direct"|"Adjudicación directa"|24|24|80955129.75|88.95|75
"Presidencia de la República"|"2020"|"framework"|"Contrato marco"|3|3|2858502.52|3.14|9.38
"Presidencia de la República"|"2020"|"open"|"Licitación abierta"|2|2|5008889.95|5.5|6.25
"Presidencia de la República"|"2020"|"selective"|"Invitación a 3 o más"|3|3|2186039.49|2.4|9.38
"Presidencia de la República"|"2021"|"direct"|"Adjudicación directa"|12|12|8213072.1043|35.34|44.44
"Presidencia de la República"|"2021"|"framework"|"Contrato marco"|5|5|4625190.7700000005|19.9|18.52
"Presidencia de la República"|"2021"|"selective"|"Invitación a 3 o más"|10|10|10404020.31|44.76|37.04
"Presidencia de la República"|"2022"|"direct"|"Adjudicación directa"|13|13|4314706.8|21.8|54.17
"Presidencia de la República"|"2022"|"framework"|"Contrato marco"|2|2|4037477.52|20.39|8.33
"Presidencia de la República"|"2022"|"selective"|"Invitación a 3 o más"|9|9|11444308.98|57.81|37.5
"Prevención y Readaptación Social"|"2017"|"direct"|"Adjudicación directa"|7|7|782300858|99.78|87.5
"Prevención y Readaptación Social"|"2017"|"selective"|"Invitación a 3 o más"|1|1|1724137|0.22|12.5
"Prevención y Readaptación Social"|"2018"|"direct"|"Adjudicación directa"|18|18|151595174|100|100
